asmt,fee_parcel,address,county,year,tra,roll_cat,verified_score,confidence,v_total_due,v_total_paid,v_total_balance,v_inst1_status,v_inst2_status,v_delinquent,verified_url,verified_at
005-400-001-000,005-400-001-000,,shasta,2025,3011,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400001000/2025/0000,2026-07-01T06:50:45.800039
005-400-002-000,005-400-002-000,,shasta,2025,3011,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400002000/2025/0000,2026-07-01T06:50:46.474716
005-400-011-000,005-400-011-000,840 FOREST ST,shasta,2025,3011,CS,HOT,0.95,"$2,268.48",$0.00,"$2,268.48",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400011000/2025/0000,2026-07-01T06:50:51.429001
005-400-019-000,005-400-019-000,,shasta,2025,3011,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400019000/2025/0000,2026-07-01T06:50:54.790710
830-008-947-000,005-400-024-000,956 CENTRAL AVE,shasta,2025,3011,CU,HOT,0.85,$90.43,$90.43,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830008947000/2025/0000,2026-07-01T06:50:58.221018
005-400-029-000,005-400-029-000,- FOREST ST,shasta,2025,3011,CS,HOT,0.85,$179.66,$72.83,$106.83,PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400029000/2025/0000,2026-07-01T06:51:00.279627
005-400-038-000,005-400-038-000,- OAK AVE,shasta,2025,3011,CS,HOT,0.85,$37.56,$0.00,$37.56,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005400038000/2025/0000,2026-07-01T06:51:05.576807
810-000-969-000,005-450-001-000,,shasta,2025,3026,CU,HOT,0.85,$372.97,$372.97,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/810000969000/2025/0000,2026-07-01T06:51:06.908994
830-013-757-000,005-450-001-000,,shasta,2025,3026,CU,HOT,0.85,$185.68,$0.00,$185.68,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830013757000/2025/0000,2026-07-01T06:51:07.557864
830-017-551-000,005-500-001-000,1228 OREGON ST,shasta,2025,3026,CU,HOT,0.85,$81.01,$81.01,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830017551000/2025/0000,2026-07-01T06:51:11.854535
830-009-652-000,005-500-038-000,1116 EUGENE AVE,shasta,2025,3026,CU,HOT,0.85,$37.50,$37.50,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830009652000/2025/0000,2026-07-01T06:51:32.570416
830-015-178-000,005-500-038-000,1116 EUGENE AVE,shasta,2025,3026,CU,HOT,0.85,$42.93,$42.93,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830015178000/2025/0000,2026-07-01T06:51:33.230348
990-184-847-000,005-500-040-000,1140 EUGENE ST,shasta,2025,3026,SU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990184847000/2025/0000,2026-07-01T06:51:36.973730
990-184-847-001,005-500-040-000,1140 EUGENE ST,shasta,2025,3026,SS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990184847001/2025/0000,2026-07-01T06:51:37.577576
991-181-055-000,005-500-040-000,1140 EUGENE ST,shasta,2025,3026,SS,HOT,0.85,($10.99),($10.99),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181055000/2025/0000,2026-07-01T06:51:38.187012
830-010-996-000,005-500-041-000,1154 EUGENE AVE,shasta,2025,3026,CU,HOT,0.85,$117.61,$117.61,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010996000/2025/0000,2026-07-01T06:51:39.442220
830-012-517-000,005-500-041-000,1154 EUGENE AVE,shasta,2025,3026,DU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830012517000/2025/0000,2026-07-01T06:51:40.104391
005-550-003-000,005-550-003-000,506 BLACK CANYON RD,shasta,2025,3011,CS,HOT,0.85,$370.08,$0.00,$370.08,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005550003000/2025/0000,2026-07-01T06:51:43.357980
830-023-143-000,005-550-025-000,504 BLACK CANYON RD,shasta,2025,3011,CU,HOT,0.85,$360.05,$360.05,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830023143000/2025/0000,2026-07-01T06:51:49.000868
830-020-031-000,005-550-030-000,500 BLACK CANYON RD,shasta,2025,3011,CU,HOT,0.85,$394.87,$394.87,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020031000/2025/0000,2026-07-01T06:51:50.357645
800-013-489-000,005-600-004-000,4255 WILLIAMETTE ST,shasta,2025,3026,CU,HOT,0.85,$213.86,$0.00,$213.86,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013489000/2025/0000,2026-07-01T06:51:52.415248
005-600-027-000,005-600-027-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600027000/2025/0000,2026-07-01T06:52:08.364760
005-600-034-000,005-600-034-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600034000/2025/0000,2026-07-01T06:52:11.103372
830-021-564-000,005-600-038-000,1974 HARDENBROOK AVE,shasta,2025,3026,CU,HOT,0.85,$22.97,$22.97,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021564000/2025/0000,2026-07-01T06:52:13.804157
990-183-598-000,005-600-040-000,4345 WILLIAMETTE ST,shasta,2025,3026,SS,HOT,0.95,"$1,951.63",$0.00,"$1,951.63",LATE,DUE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183598000/2025/0000,2026-07-01T06:52:15.856563
005-600-041-000,005-600-041-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600041000/2025/0000,2026-07-01T06:52:16.482896
005-600-047-000,005-600-047-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600047000/2025/0000,2026-07-01T06:52:20.454087
005-600-049-000,005-600-049-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600049000/2025/0000,2026-07-01T06:52:21.845922
005-600-051-000,005-600-051-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600051000/2025/0000,2026-07-01T06:52:23.273631
005-600-053-000,005-600-053-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005600053000/2025/0000,2026-07-01T06:52:24.674934
990-183-461-000,005-650-003-000,2141 HARDENBROOK AVE,shasta,2025,3026,SS,HOT,0.85,($92.96),($92.96),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183461000/2025/0000,2026-07-01T06:52:26.583875
991-181-339-000,005-650-003-000,2141 HARDENBROOK AVE,shasta,2025,3026,SU,HOT,0.85,$177.74,$0.00,$177.74,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181339000/2025/0000,2026-07-01T06:52:27.267214
990-183-647-000,005-650-004-000,- HARDENBROOK AVE,shasta,2025,3026,SS,HOT,0.85,($185.95),($185.95),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183647000/2025/0000,2026-07-01T06:52:30.266402
830-007-873-000,005-650-009-000,2111 VALLECITO CT,shasta,2025,3026,CU,HOT,0.85,$69.42,$69.42,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830007873000/2025/0000,2026-07-01T06:52:33.002717
830-020-175-000,005-650-015-000,2119 HARDENBROOK AVE,shasta,2025,3026,CU,HOT,0.85,$87.95,$87.95,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020175000/2025/0000,2026-07-01T06:52:39.153343
830-020-177-000,005-650-015-000,2119 HARDENBROOK AVE,shasta,2025,3026,CU,HOT,0.85,$121.68,$121.68,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020177000/2025/0000,2026-07-01T06:52:39.889867
005-650-020-000,005-650-020-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650020000/2025/0000,2026-07-01T06:52:40.580972
005-650-022-000,005-650-022-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650022000/2025/0000,2026-07-01T06:52:41.922119
990-182-321-000,005-650-023-000,4422 VALLECITO ST,shasta,2025,3026,SS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990182321000/2025/0000,2026-07-01T06:52:43.300773
005-650-024-000,005-650-024-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650024000/2025/0000,2026-07-01T06:52:43.955339
005-650-026-000,005-650-026-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650026000/2025/0000,2026-07-01T06:52:44.617055
005-650-028-000,005-650-028-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650028000/2025/0000,2026-07-01T06:52:45.306480
005-650-029-000,005-650-029-000,2100 VALLECITO CT,shasta,2025,3026,CS,HOT,0.95,$685.38,$0.00,$685.38,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650029000/2025/0000,2026-07-01T06:52:45.965528
005-650-029-100,005-650-029-000,2100 VALLECITO CT,shasta,2025,3026,CS,HOT,0.85,$43.92,$0.00,$43.92,Delinquent,DUE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650029100/2025/0000,2026-07-01T06:52:46.653704
910-806-128-000,005-650-029-000,2100 VALLECITO CT,shasta,2025,3026,DU,HOT,0.85,$77.14,$0.00,$77.14,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910806128000/2025/0000,2026-07-01T06:52:47.352727
910-806-128-100,005-650-029-000,2100 VALLECITO CT,shasta,2025,3026,CS,HOT,0.85,$23.20,$0.00,$23.20,Delinquent,DUE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910806128100/2025/0000,2026-07-01T06:52:48.004075
005-650-030-000,005-650-030-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650030000/2025/0000,2026-07-01T06:52:48.740265
005-650-032-000,005-650-032-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650032000/2025/0000,2026-07-01T06:52:50.818466
005-650-034-000,005-650-034-000,,shasta,2025,3026,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/005650034000/2025/0000,2026-07-01T06:52:52.121969
006-150-001-000,006-150-001-000,- CYPRESS AVE,shasta,2025,3012,CS,HOT,0.95,"$1,126.38",$0.00,"$1,126.38",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150001000/2025/0000,2026-07-01T06:52:53.437388
006-150-006-000,006-150-006-000,1120 CYPRESS AVE,shasta,2025,3028,CS,HOT,0.95,"$1,486.62",$0.00,"$1,486.62",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150006000/2025/0000,2026-07-01T06:52:56.133474
006-150-010-000,006-150-010-000,1101 CEDAR ST,shasta,2025,3028,CS,HOT,0.95,$602.82,$0.00,$602.82,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150010000/2025/0000,2026-07-01T06:52:56.910430
830-020-282-000,006-150-011-000,1121 CEDAR ST,shasta,2025,3028,CU,HOT,0.85,$72.54,$72.54,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020282000/2025/0000,2026-07-01T06:52:58.270751
006-150-022-000,006-150-022-000,3833 WILLOW ST,shasta,2025,3028,CS,HOT,0.95,"$1,049.02",$0.00,"$1,049.02",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150022000/2025/0000,2026-07-01T06:53:04.366588
006-150-031-000,006-150-031-000,,shasta,2025,3028,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150031000/2025/0000,2026-07-01T06:53:08.483212
991-181-512-000,006-150-033-000,3821 WILLOW ST,shasta,2025,3028,SS,HOT,0.85,($211.70),($211.70),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181512000/2025/0000,2026-07-01T06:53:11.139108
006-150-034-000,006-150-034-000,,shasta,2025,3028,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006150034000/2025/0000,2026-07-01T06:53:11.840456
830-021-612-000,006-150-043-000,1164 CYPRESS AVE,shasta,2025,3028,CU,HOT,0.85,$337.94,$337.94,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021612000/2025/0000,2026-07-01T06:53:15.844366
830-007-827-000,006-150-047-000,,shasta,2025,3028,CU,HOT,0.85,$23.84,$23.84,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830007827000/2025/0000,2026-07-01T06:53:19.850378
006-250-013-000,006-250-013-000,,shasta,2025,3028,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006250013000/2025/0000,2026-07-01T06:53:28.728253
995-061-598-000,006-250-015-000,3636 OLIVE ST,shasta,2025,3028,SU,HOT,0.85,$734.43,$734.43,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/995061598000/2025/0000,2026-07-01T06:53:30.736409
006-250-031-000,006-250-031-000,,shasta,2025,3028,CS,HOT,0.85,$214.28,$0.00,$214.28,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006250031000/2025/0000,2026-07-01T06:53:39.465888
006-250-040-000,006-250-040-000,,shasta,2025,3028,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006250040000/2025/0000,2026-07-01T06:53:44.784317
830-016-341-000,006-250-041-000,3227 DARTFORD DR,shasta,2025,3028,CU,HOT,0.85,$110.40,$110.40,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016341000/2025/0000,2026-07-01T06:53:46.186259
991-181-252-000,006-350-007-000,13760 MONTEGO DR,shasta,2025,3043,SS,HOT,0.85,($15.88),($15.88),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181252000/2025/0000,2026-07-01T06:53:54.967760
830-001-289-000,006-350-012-000,13665 KIRKELIE LN,shasta,2025,3046,CU,HOT,0.85,$115.16,$115.16,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830001289000/2025/0000,2026-07-01T06:53:56.398577
006-350-016-000,006-350-016-000,17651 MONTEGO DR,shasta,2025,3043,CS,HOT,0.85,$57.96,$546.58,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006350016000/2025/0000,2026-07-01T06:53:57.717737
830-015-989-000,006-350-036-000,13666 LAKE BLVD,shasta,2025,3046,CU,HOT,0.85,$27.53,$27.53,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830015989000/2025/0000,2026-07-01T06:54:01.648357
006-350-037-000,006-350-037-000,,shasta,2025,3046,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006350037000/2025/0000,2026-07-01T06:54:02.384101
006-350-039-000,006-350-039-000,,shasta,2025,3046,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006350039000/2025/0000,2026-07-01T06:54:03.674173
006-350-041-000,006-350-041-000,,shasta,2025,3046,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006350041000/2025/0000,2026-07-01T06:54:04.342732
006-350-043-000,006-350-043-000,,shasta,2025,3046,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006350043000/2025/0000,2026-07-01T06:54:05.980410
830-016-493-000,006-350-052-000,13773 MONTEGO DR,shasta,2025,3046,CU,HOT,0.85,$56.60,$56.60,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016493000/2025/0000,2026-07-01T06:54:10.119049
830-016-543-000,006-350-057-000,13672 KIRKELIE LN,shasta,2025,3046,CU,HOT,0.85,$35.99,$35.99,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016543000/2025/0000,2026-07-01T06:54:12.914616
830-017-992-000,006-350-057-000,13672 KIRKELIE LN,shasta,2025,3046,CU,HOT,0.85,$29.92,$29.92,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830017992000/2025/0000,2026-07-01T06:54:13.548048
006-450-001-000,006-450-001-000,,shasta,2025,3045,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450001000/2025/0000,2026-07-01T06:54:15.614804
006-450-002-000,006-450-002-000,,shasta,2025,3045,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450002000/2025/0000,2026-07-01T06:54:16.284146
006-450-003-000,006-450-003-000,,shasta,2025,3045,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450003000/2025/0000,2026-07-01T06:54:16.980416
830-022-972-000,006-450-004-000,17741 SPRING ST,shasta,2025,3045,CU,HOT,0.85,$643.75,$643.75,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022972000/2025/0000,2026-07-01T06:54:18.345031
006-450-007-000,006-450-007-000,,shasta,2025,3045,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450007000/2025/0000,2026-07-01T06:54:19.133861
006-450-009-001,006-450-009-000,13678 HILL BLVD,shasta,2025,3045,CS,HOT,0.85,($62.72),$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450009001/2025/0000,2026-07-01T06:54:21.224513
006-450-013-000,006-450-013-000,13635 FIG ST,shasta,2025,3045,CS,HOT,0.95,"$1,367.50",$0.00,"$1,367.50",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450013000/2025/0000,2026-07-01T06:54:25.963291
830-022-709-000,006-450-013-000,13635 FIG ST,shasta,2025,3045,CU,HOT,0.85,$318.48,$118.00,$200.48,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022709000/2025/0000,2026-07-01T06:54:26.670747
006-450-022-000,006-450-022-000,13635 HILL BLVD,shasta,2025,3045,CS,HOT,0.95,$935.46,$0.00,$935.46,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450022000/2025/0000,2026-07-01T06:54:38.066972
995-064-718-000,006-450-030-000,13678 LASSEN ST,shasta,2025,3045,SS,HOT,0.85,($209.07),($209.07),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/995064718000/2025/0000,2026-07-01T06:54:43.368046
830-019-418-000,006-450-046-000,13679 BEACON ST,shasta,2025,3045,CU,HOT,0.85,$78.72,$78.72,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830019418000/2025/0000,2026-07-01T06:54:51.179223
006-450-049-000,006-450-049-000,13664 SHASTA ST,shasta,2025,3045,CS,HOT,0.95,"$2,615.54",$0.00,"$2,615.54",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006450049000/2025/0000,2026-07-01T06:54:53.833775
830-018-908-000,006-700-001-000,17516 LINDA VISTA DR,shasta,2025,3046,CU,HOT,0.85,$352.52,$352.52,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830018908000/2025/0000,2026-07-01T06:55:00.944474
800-010-666-000,006-700-007-000,17558 LINDA VISTA DR,shasta,2025,3046,CU,HOT,0.85,$65.60,$65.60,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010666000/2025/0000,2026-07-01T06:55:05.678532
006-750-007-000,006-750-007-000,14142 LAKE BLVD,shasta,2025,3018,CS,HOT,0.85,$740.94,$336.64,$404.30,PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006750007000/2025/0000,2026-07-01T06:55:08.373389
006-750-008-000,006-750-008-000,14150 LAKE BLVD,shasta,2025,3046,CS,HOT,0.95,$991.02,$478.51,$512.51,PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006750008000/2025/0000,2026-07-01T06:55:09.037852
991-181-116-000,006-750-010-000,14180 LAKE BLVD,shasta,2025,3046,SS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181116000/2025/0000,2026-07-01T06:55:11.703836
006-750-020-000,006-750-020-000,14141 LAKE BLVD,shasta,2025,3046,CS,HOT,0.95,"$2,070.36",$0.00,"$2,070.36",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006750020000/2025/0000,2026-07-01T06:55:18.451044
006-800-001-000,006-800-001-000,,shasta,2025,3015,CS,HOT,0.85,$189.18,$0.00,$189.18,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006800001000/2025/0000,2026-07-01T06:55:22.497683
006-800-004-000,006-800-004-000,,shasta,2025,3015,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006800004000/2025/0000,2026-07-01T06:55:23.852338
006-800-011-000,006-800-011-000,,shasta,2025,3022,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006800011000/2025/0000,2026-07-01T06:55:26.645336
006-800-012-000,006-800-012-000,,shasta,2025,3012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/006800012000/2025/0000,2026-07-01T06:55:27.322956
800-013-946-000,006-800-013-000,3304 SHASTA DAM BLVD #SPC 127,shasta,2025,3016,CU,HOT,0.85,$45.90,$45.90,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013946000/2025/0000,2026-07-01T06:55:28.712614
830-014-498-000,006-800-013-000,3304 SHASTA DAM BLVD #102,shasta,2025,3016,CU,HOT,0.85,$40.87,$40.87,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830014498000/2025/0000,2026-07-01T06:55:29.448880
830-019-704-000,006-800-013-000,3304 SHASTA DAM BLVD #7,shasta,2025,3016,CU,HOT,0.85,$63.54,$63.54,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830019704000/2025/0000,2026-07-01T06:55:30.202516
830-020-803-000,006-800-013-000,3304 SHASTA DAM BLVD,shasta,2025,3016,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020803000/2025/0000,2026-07-01T06:55:30.904219
830-017-386-000,006-800-015-000,3304 SHASTA DAM BLVD #6,shasta,2025,3012,CU,HOT,0.85,$140.44,$140.44,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830017386000/2025/0000,2026-07-01T06:55:33.496583
910-800-636-000,006-800-015-000,3304 SHASTA DAM BLVD #21,shasta,2025,3012,CS,HOT,0.85,$461.50,$0.00,$461.50,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910800636000/2025/0000,2026-07-01T06:55:34.820349
830-014-979-000,006-800-018-000,3304 SHASTA DAM BLVD #102,shasta,2025,3016,CU,HOT,0.85,$103.99,$103.99,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830014979000/2025/0000,2026-07-01T06:55:41.464853
830-016-055-000,006-800-018-000,3304 SHASTA DAM BLVD #73,shasta,2025,3016,CU,HOT,0.85,$261.97,$261.97,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016055000/2025/0000,2026-07-01T06:55:42.127952
830-021-539-000,006-800-018-000,12485 W HIGHWAY 299,shasta,2025,3016,CU,HOT,0.85,$196.62,$196.62,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021539000/2025/0000,2026-07-01T06:55:42.792928
830-022-094-000,006-800-018-000,3304 SHASTA DAM BLVD #SPC 120,shasta,2025,3016,DU,HOT,0.85,$89.42,$89.42,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022094000/2025/0000,2026-07-01T06:55:43.479044
830-022-324-000,006-800-018-000,3304 SHASTA DAM BLVD #SPC 120,shasta,2025,3016,DU,HOT,0.85,$162.68,$0.00,$162.68,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022324000/2025/0000,2026-07-01T06:55:44.174052
910-800-332-000,006-800-018-000,3304 SHASTA DAM BLVD #90,shasta,2025,3016,CS,HOT,0.85,$244.44,$105.22,$139.22,PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910800332000/2025/0000,2026-07-01T06:55:47.814031
