asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
068-500-022-000,68500022000,4053 CIRRUS ST,2025,0,1062,CS,068-500-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500022000/2025/0000,shasta,2026-07-01T05:17:12.350077
068-500-023-000,68500023000,4061 CIRRUS ST,2025,0,1062,CS,068-500-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500023000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-024-000,68500024000,4075 CIRRUS ST,2025,0,1062,CS,068-500-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500024000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-025-000,68500025000,4104 CIRRUS ST,2025,0,1062,CS,068-500-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500025000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-026-000,68500026000,4116 CIRRUS ST,2025,0,1062,CS,068-500-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500026000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-027-000,68500027000,4128 CIRRUS ST,2025,0,1062,CS,068-500-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500027000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-028-000,68500028000,4140 CIRRUS ST,2025,0,1062,CS,068-500-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500028000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-029-000,68500029000,4152 CIRRUS ST,2025,0,1062,CS,068-500-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500029000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-030-000,68500030000,4164 CIRRUS ST,2025,0,1062,CS,068-500-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500030000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-031-000,68500031000,4176 CIRRUS ST,2025,0,1062,CS,068-500-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500031000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-032-000,68500032000,4188 CIRRUS ST,2025,0,1062,CS,068-500-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500032000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-033-000,68500033000,4181 CIRRUS ST,2025,0,1062,CS,068-500-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500033000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-034-000,68500034000,4173 CIRRUS ST,2025,0,1062,CS,068-500-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500034000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-035-000,68500035000,4155 CIRRUS ST,2025,0,1062,CS,068-500-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500035000/2025/0000,shasta,2026-07-01T05:17:12.351358
830-008-844-000,830008844000,4155 CIRRUS ST,2025,0,1062,DU,068-500-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830008844000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-036-000,68500036000,4143 CIRRUS ST,2025,0,1062,CS,068-500-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500036000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-037-000,68500037000,4068 CIRRUS ST,2025,0,1062,CS,068-500-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500037000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-038-000,68500038000,4056 CIRRUS ST,2025,0,1062,CS,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500038000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-181-417-000,990181417000,4056 CIRRUS ST,2025,0,1062,SU,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181417000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-183-913-000,990183913000,4056 CIRRUS ST,2025,0,1062,SS,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183913000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-183-913-030,990183913030,4056 CIRRUS ST,2025,0,1062,SS,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183913030/2025/0000,shasta,2026-07-01T05:17:12.351358
991-181-417-000,991181417000,4056 CIRRUS ST,2025,0,1062,SU,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181417000/2025/0000,shasta,2026-07-01T05:17:12.351358
991-181-417-001,991181417001,4056 CIRRUS ST,2025,0,1062,SS,068-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181417001/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-039-000,68500039000,4044 CIRRUS ST,2025,0,1062,CS,068-500-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500039000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-040-000,68500040000,4032 CIRRUS ST,2025,0,1062,CS,068-500-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500040000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-041-000,68500041000,4020 CIRRUS ST,2025,0,1062,CS,068-500-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500041000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-042-000,68500042000,1993 CAROL JEAN CT,2025,0,1062,CS,068-500-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500042000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-043-000,68500043000,1951 CAROL JEAN CT,2025,0,1062,CS,068-500-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500043000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-044-000,68500044000,1905 CAROL JEAN CT,2025,0,1062,CS,068-500-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500044000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-045-000,68500045000,1900 CAROL JEAN CT,2025,0,1062,CS,068-500-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500045000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-046-000,68500046000,1954 CAROL JEAN CT,2025,0,1062,CS,068-500-046-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500046000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-047-000,68500047000,1990 CAROL JEAN CT,2025,0,1062,CS,068-500-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500047000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-048-000,68500048000,,2025,0,1062,CS,068-500-048-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500048000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-049-000,68500049000,3897 SUNWOOD DR,2025,0,1062,CS,068-500-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500049000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-050-000,68500050000,3905 SUNWOOD DR,2025,0,1062,CS,068-500-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500050000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-051-000,68500051000,3919 SUNWOOD DR,2025,0,1062,CS,068-500-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500051000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-052-000,68500052000,3933 SUNWOOD DR,2025,0,1062,CS,068-500-052-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500052000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-053-000,68500053000,3947 SUNWOOD DR,2025,0,1062,CS,068-500-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500053000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-054-000,68500054000,3961 SUNWOOD DR,2025,0,1062,CS,068-500-054-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500054000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-055-000,68500055000,3975 SUNWOOD DR,2025,0,1062,CS,068-500-055-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500055000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-056-000,68500056000,3989 SUNWOOD DR,2025,0,1062,CS,068-500-056-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500056000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-057-000,68500057000,3995 SUNWOOD DR,2025,0,1062,CS,068-500-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500057000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-175-453-000,990175453000,3995 SUNWOOD DR,2025,0,1062,SU,068-500-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990175453000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-181-540-000,990181540000,3995 SUNWOOD DR,2025,0,1062,SS,068-500-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181540000/2025/0000,shasta,2026-07-01T05:17:12.351358
991-175-453-000,991175453000,3995 SUNWOOD DR,2025,0,1062,SU,068-500-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991175453000/2025/0000,shasta,2026-07-01T05:17:12.351358
991-175-453-001,991175453001,3995 SUNWOOD DR,2025,0,1062,SS,068-500-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991175453001/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-058-000,68500058000,1795 MORNINGSUN DR,2025,0,1062,CS,068-500-058-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500058000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-059-000,68500059000,1773 MORNINGSUN DR,2025,0,1062,CS,068-500-059-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500059000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-060-000,68500060000,1751 MORNINGSUN DR,2025,0,1062,CS,068-500-060-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500060000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-061-000,68500061000,1729 MORNINGSUN DR,2025,0,1062,CS,068-500-061-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500061000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-067-000,68500067000,3970 BRIGHTWOOD DR,2025,0,1062,CS,068-500-067-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500067000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-068-000,68500068000,3956 BRIGHTWOOD DR,2025,0,1062,CS,068-500-068-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500068000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-069-000,68500069000,3940 BRIGHTWOOD DR,2025,0,1062,CS,068-500-069-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500069000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-070-000,68500070000,3924 BRIGHTWOOD DR,2025,0,1062,CS,068-500-070-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500070000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-071-000,68500071000,3908 BRIGHTWOOD DR,2025,0,1062,CS,068-500-071-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500071000/2025/0000,shasta,2026-07-01T05:17:12.351358
800-012-295-000,800012295000,3908 BRIGHTWOOD DR,2025,0,1062,CU,068-500-071-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012295000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-072-000,68500072000,1678 GALAXY WAY,2025,0,1062,CS,068-500-072-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500072000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-073-000,68500073000,1692 GALAXY WAY,2025,0,1062,CS,068-500-073-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500073000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-074-000,68500074000,1720 GALAXY WAY,2025,0,1062,CS,068-500-074-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500074000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-075-000,68500075000,1734 GALAXY WAY,2025,0,1062,CS,068-500-075-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500075000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-076-000,68500076000,1748 GALAXY WAY,2025,0,1062,CS,068-500-076-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500076000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-077-000,68500077000,3910 SUNWOOD DR,2025,0,1062,CS,068-500-077-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500077000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-078-000,68500078000,3924 SUNWOOD DR,2025,0,1062,CS,068-500-078-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500078000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-079-000,68500079000,3930 SUNWOOD DR,2025,0,1062,CS,068-500-079-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500079000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-080-000,68500080000,3944 SUNWOOD DR,2025,0,1062,CS,068-500-080-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500080000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-081-000,68500081000,3958 SUNWOOD DR,2025,0,1062,CS,068-500-081-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500081000/2025/0000,shasta,2026-07-01T05:17:12.351358
800-013-845-000,800013845000,13432 KINGS WAY,2025,0,1062,CU,068-500-081-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013845000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-082-000,68500082000,3972 SUNWOOD DR,2025,0,1062,CS,068-500-082-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500082000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-083-000,68500083000,3986 SUNWOOD DR,2025,0,1062,CS,068-500-083-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500083000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-084-000,68500084000,3997 BRIGHTWOOD DR,2025,0,1062,CS,068-500-084-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500084000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-085-000,68500085000,3985 BRIGHTWOOD DR,2025,0,1062,CS,068-500-085-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500085000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-086-000,68500086000,3969 BRIGHTWOOD DR,2025,0,1062,CS,068-500-086-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500086000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-087-000,68500087000,3955 BRIGHTWOOD DR,2025,0,1062,CS,068-500-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500087000/2025/0000,shasta,2026-07-01T05:17:12.351358
800-012-819-000,800012819000,3955 BRIGHTWOOD DR,2025,0,1062,DU,068-500-087-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012819000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-088-000,68500088000,3941 BRIGHTWOOD DR,2025,0,1062,CS,068-500-088-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500088000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-089-000,68500089000,3925 BRIGHTWOOD DR,2025,0,1062,CS,068-500-089-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500089000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-090-000,68500090000,3909 BRIGHTWOOD DR,2025,0,1062,CS,068-500-090-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500090000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-091-000,68500091000,1680 MORNINGSUN DR,2025,0,1062,CS,068-500-091-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500091000/2025/0000,shasta,2026-07-01T05:17:12.351358
990-182-875-000,990182875000,1680 MORNINGSUN DR,2025,0,1062,SS,068-500-091-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990182875000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-092-000,68500092000,1687 MORNINGSUN DR,2025,0,1062,CS,068-500-092-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500092000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-093-000,68500093000,1693 MORNINGSUN DR,2025,0,1062,CS,068-500-093-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500093000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-500-094-000,68500094000,1707 MORNINGSUN DR,2025,0,1062,CS,068-500-094-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068500094000/2025/0000,shasta,2026-07-01T05:17:12.351358
068-550-003-000,68550003000,1759 MARLENE AVE,2025,0,1002,CS,068-550-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550003000/2025/0000,shasta,2026-07-01T05:17:13.210698
068-550-004-000,68550004000,1745 MARLENE AVE,2025,0,1002,CS,068-550-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550004000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-005-000,68550005000,1731 MARLENE AVE,2025,0,1002,CS,068-550-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550005000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-006-000,68550006000,3357 SOMERSET AVE,2025,0,1002,CS,068-550-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550006000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-007-000,68550007000,3389 SOMERSET AVE,2025,0,1002,CS,068-550-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550007000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-008-000,68550008000,3425 SOMERSET AVE,2025,0,1002,CS,068-550-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550008000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-009-000,68550009000,3443 SOMERSET AVE,2025,0,1002,CS,068-550-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550009000/2025/0000,shasta,2026-07-01T05:17:13.211697
990-182-748-000,990182748000,3443 SOMERSET AVE,2025,0,1002,SS,068-550-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990182748000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-010-000,68550010000,3450 SOMERSET AVE,2025,0,1002,CS,068-550-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550010000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-011-000,68550011000,3436 SOMERSET AVE,2025,0,1002,CS,068-550-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550011000/2025/0000,shasta,2026-07-01T05:17:13.211697
830-018-648-000,830018648000,3436 SOMERSET AVE,2025,0,1002,CU,068-550-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830018648000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-012-000,68550012000,3414 SOMERSET AVE,2025,0,1002,CS,068-550-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550012000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-013-000,68550013000,3398 SOMERSET AVE,2025,0,1002,CS,068-550-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550013000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-014-000,68550014000,3370 SOMERSET AVE,2025,0,1002,CS,068-550-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550014000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-015-000,68550015000,3342 SOMERSET AVE,2025,0,1002,CS,068-550-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550015000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-016-000,68550016000,3328 SOMERSET AVE,2025,0,1002,CS,068-550-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550016000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-017-000,68550017000,3314 SOMERSET AVE,2025,0,1002,CS,068-550-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550017000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-018-000,68550018000,1700 MARLENE AVE,2025,0,1002,CS,068-550-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550018000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-019-000,68550019000,1710 MARLENE AVE,2025,0,1002,CS,068-550-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550019000/2025/0000,shasta,2026-07-01T05:17:13.211697
068-550-020-000,68550020000,1724 MARLENE AVE,2025,0,1002,CS,068-550-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550020000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-021-000,68550021000,1738 MARLENE AVE,2025,0,1002,CS,068-550-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550021000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-022-000,68550022000,1752 MARLENE AVE,2025,0,1002,CS,068-550-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550022000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-023-000,68550023000,1766 MARLENE AVE,2025,0,1002,CS,068-550-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550023000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-026-000,68550026000,1707 CONIFER WAY,2025,0,1002,CS,068-550-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550026000/2025/0000,shasta,2026-07-01T05:17:13.212699
830-021-240-000,830021240000,1707 CONIFER WAY #UNIT B,2025,0,1002,CU,068-550-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830021240000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-027-000,68550027000,1718 CONIFER WAY,2025,0,1002,CS,068-550-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550027000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-028-000,68550028000,1726 CONIFER WAY,2025,0,1002,CS,068-550-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550028000/2025/0000,shasta,2026-07-01T05:17:13.212699
800-014-212-000,800014212000,8537 COMMERCIAL WAY,2025,0,1002,CU,068-550-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800014212000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-029-000,68550029000,1742 CONIFER WAY,2025,0,1002,CS,068-550-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550029000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-030-000,68550030000,1748 CONIFER WAY,2025,0,1002,CS,068-550-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550030000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-031-000,68550031000,1756 CONIFER WAY,2025,0,1002,CS,068-550-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550031000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-032-000,68550032000,1764 CONIFER WAY,2025,0,1002,CS,068-550-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550032000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-033-000,68550033000,1772 CONIFER WAY,2025,0,1002,CS,068-550-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550033000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-034-000,68550034000,1790 CONIFER WAY,2025,0,1002,CS,068-550-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550034000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-035-000,68550035000,1781 CONIFER WAY,2025,0,1002,CS,068-550-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550035000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-036-000,68550036000,1733 CONIFER WAY,2025,0,1002,CS,068-550-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550036000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-037-000,68550037000,1711 CONIFER WAY,2025,0,1002,CS,068-550-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550037000/2025/0000,shasta,2026-07-01T05:17:13.212699
068-550-040-000,68550040000,1711 SODA SPRINGS CIR,2025,0,1002,CS,068-550-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550040000/2025/0000,shasta,2026-07-01T05:17:13.213696
830-015-954-000,830015954000,1711 SODA SPRINGS CIR,2025,0,1002,DU,068-550-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830015954000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-041-000,68550041000,1723 SODA SPRINGS CIR,2025,0,1002,CS,068-550-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550041000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-042-000,68550042000,1735 SODA SPRINGS CIR,2025,0,1002,CS,068-550-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550042000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-043-000,68550043000,1739 SODA SPRINGS CIR,2025,0,1002,CS,068-550-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550043000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-044-000,68550044000,1751 SODA SPRINGS CIR,2025,0,1002,CS,068-550-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550044000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-045-000,68550045000,1744 SODA SPRINGS CIR,2025,0,1002,CS,068-550-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550045000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-046-000,68550046000,1728 SODA SPRINGS CIR,2025,0,1002,CS,068-550-046-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550046000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-047-000,68550047000,1716 SODA SPRINGS CIR,2025,0,1002,CS,068-550-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550047000/2025/0000,shasta,2026-07-01T05:17:13.213696
995-065-279-000,995065279000,1716 SODA SPRINGS CIR,2025,0,1002,SS,068-550-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995065279000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-049-000,68550049000,1780 MARLENE AVE,2025,0,1002,CS,068-550-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550049000/2025/0000,shasta,2026-07-01T05:17:13.213696
990-183-784-000,990183784000,1780 MARLENE AVE,2025,0,1002,SS,068-550-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183784000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-050-000,68550050000,1794 MARLENE AVE,2025,0,1002,CS,068-550-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550050000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-051-000,68550051000,1787 MARLENE AVE,2025,0,1002,CS,068-550-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550051000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-550-052-000,68550052000,3300 OAK HAVEN CT,2025,0,1002,CS,068-550-052-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068550052000/2025/0000,shasta,2026-07-01T05:17:13.213696
068-600-002-000,68600002000,3880 BLUFFSIDE CT,2025,0,1062,CS,068-600-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600002000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-003-000,68600003000,3856 BLUFFSIDE CT,2025,0,1062,CS,068-600-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600003000/2025/0000,shasta,2026-07-01T05:17:14.060017
