asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
107-350-050-000,107350050000,870 HARTNELL AVE,2025,0,1106,CS,107-350-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350050000/2025/0000,shasta,2026-07-01T05:27:35.585141
800-003-726-000,800003726000,870 HARTNELL AVE,2025,0,1106,DU,107-350-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800003726000/2025/0000,shasta,2026-07-01T05:27:35.585141
990-179-808-000,990179808000,870 HARTNELL AVE,2025,0,1106,SS,107-350-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179808000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-350-051-000,107350051000,851 PARSONS DR,2025,0,1106,CS,107-350-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107350051000/2025/0000,shasta,2026-07-01T05:27:35.585141
830-012-015-000,830012015000,10442 NORA DR,2025,0,1106,DU,107-350-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830012015000/2025/0000,shasta,2026-07-01T05:27:35.585141
830-012-016-000,830012016000,10442 NORA DR,2025,0,1106,DU,107-350-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830012016000/2025/0000,shasta,2026-07-01T05:27:35.585141
107-400-001-000,107400001000,2502 HENDERSON RD,2025,0,1255,CS,107-400-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400001000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-004-000,107400004000,2610 HENDERSON RD,2025,0,1099,CS,107-400-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400004000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-007-000,107400007000,2590 HENDERSON RD,2025,0,1099,CS,107-400-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400007000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-008-000,107400008000,2515 HENDERSON RD,2025,0,1255,CS,107-400-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400008000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-009-000,107400009000,,2025,0,1255,CS,107-400-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400009000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-010-000,107400010000,2651 HENDERSON RD,2025,0,1099,CS,107-400-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400010000/2025/0000,shasta,2026-07-01T05:27:36.491895
800-002-394-000,800002394000,2651 HENDERSON RD,2025,0,1099,CU,107-400-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800002394000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-400-011-000,107400011000,,2025,0,1099,CS,107-400-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107400011000/2025/0000,shasta,2026-07-01T05:27:36.491895
107-450-005-000,107450005000,2768 BECHELLI LN,2025,0,1106,CS,107-450-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450005000/2025/0000,shasta,2026-07-01T05:27:37.484191
107-450-007-000,107450007000,2800 BECHELLI LN,2025,0,1106,CS,107-450-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450007000/2025/0000,shasta,2026-07-01T05:27:37.484191
800-008-337-000,800008337000,2800 BECHELLI LN,2025,0,1106,CU,107-450-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008337000/2025/0000,shasta,2026-07-01T05:27:37.484191
107-450-008-000,107450008000,2810 BECHELLI LN,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450008000/2025/0000,shasta,2026-07-01T05:27:37.484191
800-012-682-000,800012682000,15612 FOREST DR,2025,0,1106,CU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012682000/2025/0000,shasta,2026-07-01T05:27:37.484191
910-800-015-000,910800015000,2810 BECHELLI LN #C6,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910800015000/2025/0000,shasta,2026-07-01T05:27:37.484191
910-800-176-000,910800176000,2810 BECHELLI LN #C16,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910800176000/2025/0000,shasta,2026-07-01T05:27:37.484191
910-800-582-000,910800582000,2810 BECHELLI LN #A11,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910800582000/2025/0000,shasta,2026-07-01T05:27:37.484191
910-800-910-000,910800910000,2810 BECHELLI LN #A13,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910800910000/2025/0000,shasta,2026-07-01T05:27:37.484191
910-801-227-000,910801227000,2810 BECHELLI LN #B4,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801227000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-801-245-000,910801245000,2810 BECHELLI LN #D6,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801245000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-801-332-000,910801332000,2810 BECHELLI LN #B12,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801332000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-801-435-000,910801435000,2810 BECHELLI LN #D9,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801435000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-801-456-000,910801456000,2810 BECHELLI LN #C4,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801456000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-801-676-000,910801676000,2810 BECHELLI LN #C3,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910801676000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-802-009-000,910802009000,2810 BECHELLI LN #B6,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802009000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-802-281-000,910802281000,2810 BECHELLI LN #A16,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802281000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-802-309-000,910802309000,2810 BECHELLI LN #A21,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802309000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-802-934-000,910802934000,2810 BECHELLI LN #C5,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802934000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-802-960-000,910802960000,2810 BECHELLI LN #B8,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910802960000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-803-438-000,910803438000,2810 BECHELLI LN #D1,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910803438000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-803-907-000,910803907000,2810 BECHELLI LN #A6,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910803907000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-804-125-000,910804125000,2810 BECHELLI LN #20,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910804125000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-804-542-000,910804542000,2810 BECHELLI LN #B11,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910804542000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-804-625-000,910804625000,2810 BECHELLI LN #B13,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910804625000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-805-191-000,910805191000,2810 BECHELLI LN #D11,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910805191000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-805-265-000,910805265000,2810 BECHELLI LN #C11,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910805265000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-805-312-000,910805312000,2810 BECHELLI LN #C2,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910805312000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-805-770-000,910805770000,2810 BECHELLI LN #A7,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910805770000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-805-845-000,910805845000,2810 BECHELLI LN #B17,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910805845000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-806-145-000,910806145000,2810 BECHELLI LN #B16,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910806145000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-806-405-000,910806405000,2810 BECHELLI LN #C8,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910806405000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-806-696-000,910806696000,,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910806696000/2025/0000,shasta,2026-07-01T05:27:37.485490
910-807-398-000,910807398000,2810 BECHELLI LN #D4,2025,0,1106,CS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910807398000/2025/0000,shasta,2026-07-01T05:27:37.485490
990-158-197-000,990158197000,2810 BECHELLI LN #A16,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990158197000/2025/0000,shasta,2026-07-01T05:27:37.486852
990-169-453-000,990169453000,2810 BECHELLI LN #B12,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990169453000/2025/0000,shasta,2026-07-01T05:27:37.486852
990-175-184-000,990175184000,2810 BECHELLI LN #B17,2025,0,1106,DU,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990175184000/2025/0000,shasta,2026-07-01T05:27:37.486852
990-179-655-000,990179655000,2810 BECHELLI LN #B4,2025,0,1106,SS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179655000/2025/0000,shasta,2026-07-01T05:27:37.486852
990-180-210-000,990180210000,2810 BECHELLI LN #B6,2025,0,1106,SS,107-450-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180210000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-450-009-000,107450009000,2820 BECHELLI LN,2025,0,1106,CS,107-450-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450009000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-011-157-000,800011157000,2820 BECHELLI LN,2025,0,1106,CU,107-450-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011157000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-450-012-000,107450012000,2930 BECHELLI LN,2025,0,1106,CS,107-450-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450012000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-003-534-000,800003534000,2930 BECHELLI LN,2025,0,1106,CU,107-450-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800003534000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-450-013-000,107450013000,2950 BECHELLI LN,2025,0,1106,CS,107-450-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450013000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-010-422-000,800010422000,169 HARTNELL AVE #200,2025,0,1106,CU,107-450-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800010422000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-011-631-000,800011631000,2948 BECHELLI LN,2025,0,1106,CU,107-450-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800011631000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-012-143-000,800012143000,2950 BECHELLI LN #203,2025,0,1106,CU,107-450-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012143000/2025/0000,shasta,2026-07-01T05:27:37.486852
810-000-575-000,810000575000,2952 BECHELLI LN,2025,0,1106,CU,107-450-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/810000575000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-450-014-000,107450014000,2920 BECHELLI LN,2025,0,1106,CS,107-450-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450014000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-002-849-000,800002849000,2920 BECHELLI LN,2025,0,1106,CU,107-450-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800002849000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-450-017-000,107450017000,2760 BECHELLI LN,2025,0,1106,CS,107-450-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107450017000/2025/0000,shasta,2026-07-01T05:27:37.486852
800-000-683-000,800000683000,2760 BECHELLI LN,2025,0,1106,CU,107-450-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800000683000/2025/0000,shasta,2026-07-01T05:27:37.486852
107-500-008-000,107500008000,,2025,0,1255,CS,107-500-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500008000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-009-000,107500009000,65 PARKVIEW AVE,2025,0,1255,CS,107-500-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500009000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-010-000,107500010000,,2025,0,1255,CS,107-500-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500010000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-011-000,107500011000,,2025,0,1254,CS,107-500-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500011000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-012-000,107500012000,,2025,0,1254,CS,107-500-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500012000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-017-000,107500017000,2450 HENDERSON RD,2025,0,1087,CS,107-500-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500017000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-018-000,107500018000,2398 HENDERSON RD,2025,0,1087,CS,107-500-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500018000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-019-000,107500019000,2396 HENDERSON RD,2025,0,1087,CS,107-500-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500019000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-020-000,107500020000,2392 HENDERSON RD,2025,0,1087,CS,107-500-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500020000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-021-000,107500021000,,2025,0,1087,CS,107-500-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500021000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-024-000,107500024000,2490 HENDERSON RD,2025,0,1255,CS,107-500-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500024000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-025-000,107500025000,2511 HENDERSON RD,2025,0,1255,CS,107-500-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500025000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-027-000,107500027000,,2025,0,1087,CS,107-500-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500027000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-500-028-000,107500028000,40 PARKVIEW AVE,2025,0,1087,CS,107-500-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107500028000/2025/0000,shasta,2026-07-01T05:27:38.364525
995-064-348-000,995064348000,,2025,0,1087,SS,107-500-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995064348000/2025/0000,shasta,2026-07-01T05:27:38.364525
995-066-130-000,995066130000,,2025,0,1087,SS,107-500-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995066130000/2025/0000,shasta,2026-07-01T05:27:38.364525
995-066-131-000,995066131000,,2025,0,1255,SS,107-500-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995066131000/2025/0000,shasta,2026-07-01T05:27:38.364525
995-066-132-000,995066132000,,2025,0,1255,SS,107-500-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995066132000/2025/0000,shasta,2026-07-01T05:27:38.364525
995-066-133-000,995066133000,,2025,0,1255,SS,107-500-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995066133000/2025/0000,shasta,2026-07-01T05:27:38.364525
107-550-001-000,107550001000,1891 N BECHELLI LN,2025,0,1016,CS,107-550-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550001000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-002-000,107550002000,1885 N BECHELLI LN,2025,0,1016,CS,107-550-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550002000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-003-000,107550003000,1871 N BECHELLI LN,2025,0,1016,CS,107-550-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550003000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-004-000,107550004000,1865 BECHELLI LN,2025,0,1016,CS,107-550-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550004000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-005-000,107550005000,1851 N BECHELLI LN,2025,0,1016,CS,107-550-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550005000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-006-000,107550006000,1835 N BECHELLI LN,2025,0,1016,CS,107-550-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550006000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-007-000,107550007000,1821 BECHELLI LN,2025,0,1016,CS,107-550-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550007000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-008-000,107550008000,1741 BECHELLI LN,2025,0,1016,CS,107-550-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550008000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-009-000,107550009000,1721 N BECHELLI LN,2025,0,1016,CS,107-550-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550009000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-010-000,107550010000,1641 BECHELLI LN,2025,0,1016,CS,107-550-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550010000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-011-000,107550011000,1631 N BECHELLI LN,2025,0,1016,CS,107-550-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550011000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-012-000,107550012000,1630 N BECHELLI LN,2025,0,1016,CS,107-550-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550012000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-013-000,107550013000,1640 N BECHELLI LN,2025,0,1016,CS,107-550-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550013000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-014-000,107550014000,1720 N BECHELLI LN,2025,0,1016,CS,107-550-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550014000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-015-000,107550015000,1740 N BECHELLI LN,2025,0,1016,CS,107-550-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550015000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-017-000,107550017000,1750 BECHELLI LN,2025,0,1016,CS,107-550-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550017000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-019-000,107550019000,1760 N BECHELLI LN,2025,0,1016,CS,107-550-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550019000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-021-000,107550021000,1860 CRESTMONT DR,2025,0,1016,CS,107-550-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550021000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-022-000,107550022000,1870 CRESTMONT DR,2025,0,1016,CS,107-550-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550022000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-023-000,107550023000,1880 BECHELLI LN,2025,0,1016,CS,107-550-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550023000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-024-000,107550024000,1890 BECHELLI LN,2025,0,1016,CS,107-550-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550024000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-025-000,107550025000,1897 CRESTMONT DR,2025,0,1016,CS,107-550-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550025000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-028-000,107550028000,,2025,0,1016,CS,107-550-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550028000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-029-000,107550029000,1744 BECHELLI LN,2025,0,1016,CS,107-550-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550029000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-030-000,107550030000,,2025,0,1016,CS,107-550-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550030000/2025/0000,shasta,2026-07-01T05:27:39.250323
107-550-031-000,107550031000,1880 CRESTMONT DR,2025,0,1016,CS,107-550-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/107550031000/2025/0000,shasta,2026-07-01T05:27:39.250323
