asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
077-500-058-000,77500058000,2991 SNOW FIRE CT,2025,0,1234,CS,077-500-058-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077500058000/2025/0000,shasta,2026-07-01T05:19:17.486571,https://common2.mptsweb.com/MBC/shasta/tax/main/077500058000/2025/0000,2026-07-01T17:11:49.524735,PAID,"$1,825.19","$1,825.19",$0.00,PAID,"$1,825.19","$1,825.19",$0.00,"$3,650.38","$3,650.38",$0.00,False,,COLD,0.92
077-550-001-000,77550001000,1426 LAVENDER WAY,2025,0,1233,CS,077-550-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550001000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550001000/2025/0000,2026-07-01T17:11:50.349592,PAID,"$2,213.98","$2,213.98",$0.00,PAID,"$2,213.98","$2,213.98",$0.00,"$4,427.96","$4,427.96",$0.00,False,,COLD,0.92
077-550-002-000,77550002000,1412 LAVENDER WAY,2025,0,1233,CS,077-550-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550002000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550002000/2025/0000,2026-07-01T17:11:51.140757,PAID,"$1,795.87","$1,795.87",$0.00,PAID,"$1,795.87","$1,795.87",$0.00,"$3,591.74","$3,591.74",$0.00,False,,COLD,0.92
077-550-003-000,77550003000,1390 LAVENDER WAY,2025,0,1233,CS,077-550-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550003000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550003000/2025/0000,2026-07-01T17:11:52.213269,PAID,"$1,444.30","$1,444.30",$0.00,PAID,"$1,444.30","$1,444.30",$0.00,"$2,888.60","$2,888.60",$0.00,False,,COLD,0.92
991-176-165-100,991176165100,1390 LAVENDER WAY,2025,0,1233,DU,077-550-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991176165100/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/991176165100/2025/0000,2026-07-01T17:11:53.015638,,,,,,,,,,,,False,,COLD,0.92
077-550-004-000,77550004000,1360 LAVENDER WAY,2025,0,1233,CS,077-550-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550004000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550004000/2025/0000,2026-07-01T17:11:53.690380,PAID,"$2,495.91","$2,495.91",$0.00,PAID,"$2,495.91","$2,495.91",$0.00,"$4,991.82","$4,991.82",$0.00,False,,COLD,0.92
077-550-005-000,77550005000,1330 LAVENDER WAY,2025,0,1233,CS,077-550-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550005000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550005000/2025/0000,2026-07-01T17:11:54.552037,PAID,"$2,223.51","$2,223.51",$0.00,PAID,"$2,223.51","$2,223.51",$0.00,"$4,447.02","$4,447.02",$0.00,False,,COLD,0.92
830-009-892-000,830009892000,1330 LAVENDER WAY,2025,0,1233,CU,077-550-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830009892000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/830009892000/2025/0000,2026-07-01T17:11:55.385048,PAID,$49.09,$49.09,$0.00,Delinquent,$0.00,$0.00,$0.00,$49.09,$49.09,$0.00,True,,HOT,0.85
077-550-006-000,77550006000,1325 LAVENDER DR,2025,0,1233,CS,077-550-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550006000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550006000/2025/0000,2026-07-01T17:11:56.671029,PAID,"$1,839.79","$1,839.79",$0.00,PAID,"$1,839.79","$1,839.79",$0.00,"$3,679.58","$3,679.58",$0.00,False,,COLD,0.92
077-550-007-000,77550007000,2606 LYNACO CT,2025,0,1233,CS,077-550-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550007000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550007000/2025/0000,2026-07-01T17:11:57.546306,PAID,"$1,015.64","$1,015.64",$0.00,PAID,"$1,015.64","$1,015.64",$0.00,"$2,031.28","$2,031.28",$0.00,False,,COLD,0.92
077-550-008-000,77550008000,2636 LYNACO CT,2025,0,1233,CS,077-550-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550008000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550008000/2025/0000,2026-07-01T17:11:58.465869,PAID,"$1,815.89","$1,815.89",$0.00,PAID,"$1,815.89","$1,815.89",$0.00,"$3,631.78","$3,631.78",$0.00,False,,COLD,0.92
077-550-009-000,77550009000,2666 LYNACO CT,2025,0,1233,CS,077-550-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550009000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550009000/2025/0000,2026-07-01T17:11:59.359137,PAID,"$1,795.87","$1,795.87",$0.00,PAID,"$1,795.87","$1,795.87",$0.00,"$3,591.74","$3,591.74",$0.00,False,,COLD,0.92
077-550-010-000,77550010000,2696 LYNACO CT,2025,0,1233,CS,077-550-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550010000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550010000/2025/0000,2026-07-01T17:12:00.135863,PAID,"$1,404.98","$1,404.98",$0.00,PAID,"$1,404.98","$1,404.98",$0.00,"$2,809.96","$2,809.96",$0.00,False,,COLD,0.92
077-550-011-000,77550011000,2693 LYNACO CT,2025,0,1233,CS,077-550-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550011000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550011000/2025/0000,2026-07-01T17:12:00.925845,PAID,"$1,996.85","$1,996.85",$0.00,PAID,"$1,996.85","$1,996.85",$0.00,"$3,993.70","$3,993.70",$0.00,False,,COLD,0.92
077-550-012-000,77550012000,2663 LYNACO CT,2025,0,1233,CS,077-550-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550012000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550012000/2025/0000,2026-07-01T17:12:01.751715,PAID,"$1,321.24","$1,321.24",$0.00,PAID,"$1,321.24","$1,321.24",$0.00,"$2,642.48","$2,642.48",$0.00,False,,COLD,0.92
077-550-013-000,77550013000,2633 LYNACO CT,2025,0,1233,CS,077-550-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550013000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550013000/2025/0000,2026-07-01T17:12:02.723913,PAID,"$2,339.65","$2,339.65",$0.00,PAID,"$2,339.65","$2,339.65",$0.00,"$4,679.30","$4,679.30",$0.00,False,,COLD,0.92
830-021-627-000,830021627000,2633 LYNACO CT,2025,0,1233,CU,077-550-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830021627000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/830021627000/2025/0000,2026-07-01T17:12:03.647683,PAID,$70.18,$70.18,$0.00,Delinquent,$0.00,$0.00,$0.00,$70.18,$70.18,$0.00,True,,HOT,0.85
077-550-014-000,77550014000,2603 LYNACO CT,2025,0,1233,CS,077-550-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077550014000/2025/0000,shasta,2026-07-01T05:19:18.351888,https://common2.mptsweb.com/MBC/shasta/tax/main/077550014000/2025/0000,2026-07-01T17:12:04.393219,PAID,"$1,357.52","$1,357.52",$0.00,PAID,"$1,357.52","$1,357.52",$0.00,"$2,715.04","$2,715.04",$0.00,False,,COLD,0.92
077-600-001-000,77600001000,698 CASA BUENA ST,2025,0,1110,CS,077-600-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600001000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600001000/2025/0000,2026-07-01T17:12:05.187531,PAID,"$3,049.97","$3,049.97",$0.00,PAID,"$3,049.97","$3,049.97",$0.00,"$6,099.94","$6,099.94",$0.00,False,,COLD,0.92
077-600-002-000,77600002000,682 CASA BUENA ST,2025,0,1110,CS,077-600-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600002000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600002000/2025/0000,2026-07-01T17:12:06.011631,PAID,"$1,896.03","$1,896.03",$0.00,PAID,"$1,896.03","$1,896.03",$0.00,"$3,792.06","$3,792.06",$0.00,False,,COLD,0.92
077-600-003-000,77600003000,664 CASA BUENA ST,2025,0,1110,CS,077-600-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600003000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600003000/2025/0000,2026-07-01T17:12:06.965648,PAID,"$2,410.64","$2,410.64",$0.00,PAID,"$2,410.64","$2,410.64",$0.00,"$4,821.28","$4,821.28",$0.00,False,,COLD,0.92
077-600-004-000,77600004000,650 CASA BUENA ST,2025,0,1110,CS,077-600-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600004000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600004000/2025/0000,2026-07-01T17:12:07.759155,PAID,"$2,287.80","$2,287.80",$0.00,PAID,"$2,287.80","$2,287.80",$0.00,"$4,575.60","$4,575.60",$0.00,False,,COLD,0.92
830-012-831-000,830012831000,650 CASA BUENA ST,2025,0,1110,CU,077-600-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830012831000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830012831000/2025/0000,2026-07-01T17:12:08.547030,PAID,$129.29,$129.29,$0.00,Delinquent,$0.00,$0.00,$0.00,$129.29,$129.29,$0.00,True,,HOT,0.85
077-600-005-000,77600005000,634 CASA BUENA ST,2025,0,1110,CS,077-600-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600005000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600005000/2025/0000,2026-07-01T17:12:09.357485,PAID,"$2,523.77","$2,523.77",$0.00,PAID,"$2,523.77","$2,523.77",$0.00,"$5,047.54","$5,047.54",$0.00,False,,COLD,0.92
077-600-006-000,77600006000,618 CASA BUENA ST,2025,0,1110,CS,077-600-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600006000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600006000/2025/0000,2026-07-01T17:12:10.061378,PAID,"$2,718.33","$2,718.33",$0.00,PAID,"$2,718.33","$2,718.33",$0.00,"$5,436.66","$5,436.66",$0.00,False,,COLD,0.92
077-600-007-000,77600007000,602 CASA BUENA ST,2025,0,1110,CS,077-600-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600007000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600007000/2025/0000,2026-07-01T17:12:10.935338,LATE,"$3,273.43",$0.00,"$3,273.43",LATE,"$3,294.43",$0.00,"$3,294.43","$6,567.86",$0.00,"$6,567.86",True,,HOT,0.95
077-600-008-000,77600008000,598 CASA BUENA ST,2025,0,1110,CS,077-600-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600008000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600008000/2025/0000,2026-07-01T17:12:11.741205,PAID,"$2,320.80","$2,320.80",$0.00,PAID,"$2,320.80","$2,320.80",$0.00,"$4,641.60","$4,641.60",$0.00,False,,COLD,0.92
077-600-009-000,77600009000,580 CASA BUENA ST,2025,0,1110,CS,077-600-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600009000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600009000/2025/0000,2026-07-01T17:12:12.605614,PAID,"$1,617.84","$1,617.84",$0.00,PAID,"$1,617.84","$1,617.84",$0.00,"$3,235.68","$3,235.68",$0.00,False,,COLD,0.92
077-600-010-000,77600010000,562 CASA BUENA ST,2025,0,1110,CS,077-600-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600010000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600010000/2025/0000,2026-07-01T17:12:13.305620,PAID,"$2,741.44","$2,741.44",$0.00,PAID,"$2,741.44","$2,741.44",$0.00,"$5,482.88","$5,482.88",$0.00,False,,COLD,0.92
077-600-011-000,77600011000,544 CASA BUENA ST,2025,0,1110,CS,077-600-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600011000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600011000/2025/0000,2026-07-01T17:12:14.131816,PAID,"$3,086.76","$3,086.76",$0.00,PAID,"$3,086.76","$3,086.76",$0.00,"$6,173.52","$6,173.52",$0.00,False,,COLD,0.92
077-600-012-000,77600012000,526 CASA BUENA ST,2025,0,1110,CS,077-600-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600012000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600012000/2025/0000,2026-07-01T17:12:15.038418,LATE,$75.06,$0.00,$75.06,LATE,$96.06,$0.00,$96.06,$171.12,$0.00,$171.12,True,,HOT,0.85
077-600-013-000,77600013000,508 CASA BUENA ST,2025,0,1110,CS,077-600-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600013000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600013000/2025/0000,2026-07-01T17:12:15.867054,PAID,"$2,356.25","$2,356.25",$0.00,PAID,"$2,356.25","$2,356.25",$0.00,"$4,712.50","$4,712.50",$0.00,False,,COLD,0.92
077-600-014-000,77600014000,2514 WARM SPRING LN,2025,0,1110,CS,077-600-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600014000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600014000/2025/0000,2026-07-01T17:12:16.838618,PAID,"$2,315.33","$2,315.33",$0.00,PAID,"$2,315.33","$2,315.33",$0.00,"$4,630.66","$4,630.66",$0.00,False,,COLD,0.92
077-600-015-000,77600015000,2534 WARM SPRING LN,2025,0,1110,CS,077-600-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600015000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600015000/2025/0000,2026-07-01T17:12:17.740570,PAID,"$3,049.42","$3,049.42",$0.00,PAID,"$3,049.42","$3,049.42",$0.00,"$6,098.84","$6,098.84",$0.00,False,,COLD,0.92
077-600-016-000,77600016000,2531 WARM SPRING LN,2025,0,1110,CS,077-600-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600016000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600016000/2025/0000,2026-07-01T17:12:18.812593,PAID,"$2,774.89","$2,774.89",$0.00,PAID,"$2,774.89","$2,774.89",$0.00,"$5,549.78","$5,549.78",$0.00,False,,COLD,0.92
830-021-346-000,830021346000,2531 WARM SPRING LN,2025,0,1110,CU,077-600-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830021346000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830021346000/2025/0000,2026-07-01T17:12:19.995719,PAID,$43.77,$43.77,$0.00,Delinquent,$0.00,$0.00,$0.00,$43.77,$43.77,$0.00,True,,HOT,0.85
077-600-017-000,77600017000,2511 WARM SPRING LN,2025,0,1110,CS,077-600-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600017000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600017000/2025/0000,2026-07-01T17:12:20.959904,PAID,"$2,316.65","$2,316.65",$0.00,PAID,"$2,316.65","$2,316.65",$0.00,"$4,633.30","$4,633.30",$0.00,False,,COLD,0.92
077-600-018-000,77600018000,547 CASA BUENA ST,2025,0,1110,CS,077-600-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600018000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600018000/2025/0000,2026-07-01T17:12:22.095760,PAID,"$2,954.69","$2,954.69",$0.00,PAID,"$2,954.69","$2,954.69",$0.00,"$5,909.38","$5,909.38",$0.00,False,,COLD,0.92
077-600-019-000,77600019000,2508 VALENCIA ST,2025,0,1110,CS,077-600-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600019000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600019000/2025/0000,2026-07-01T17:12:23.467032,PAID,"$2,783.41","$2,783.41",$0.00,PAID,"$2,783.41","$2,783.41",$0.00,"$5,566.82","$5,566.82",$0.00,False,,COLD,0.92
077-600-020-000,77600020000,2528 VALENCIA ST,2025,0,1110,CS,077-600-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600020000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600020000/2025/0000,2026-07-01T17:12:24.444931,PAID,"$3,006.58","$3,006.58",$0.00,PAID,"$3,006.58","$3,006.58",$0.00,"$6,013.16","$6,013.16",$0.00,False,,COLD,0.92
077-600-021-000,77600021000,2548 VALENCIA ST,2025,0,1110,CS,077-600-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600021000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600021000/2025/0000,2026-07-01T17:12:25.458226,PAID,"$2,278.71","$2,278.71",$0.00,PAID,"$2,278.71","$2,278.71",$0.00,"$4,557.42","$4,557.42",$0.00,False,,COLD,0.92
077-600-022-000,77600022000,2568 VALENCIA ST,2025,0,1110,CS,077-600-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600022000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600022000/2025/0000,2026-07-01T17:12:26.351100,PAID,"$3,139.21","$3,139.21",$0.00,PAID,"$3,139.21","$3,139.21",$0.00,"$6,278.42","$6,278.42",$0.00,False,,COLD,0.92
077-600-023-000,77600023000,2588 VALENCIA ST,2025,0,1110,CS,077-600-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600023000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600023000/2025/0000,2026-07-01T17:12:27.541191,PAID,"$2,268.36","$2,268.36",$0.00,PAID,"$2,529.19","$2,529.19",$0.00,"$4,797.55","$4,797.55",$0.00,False,,COLD,0.92
800-013-884-000,800013884000,2588 VALENCIA ST,2025,0,1110,CU,077-600-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800013884000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/800013884000/2025/0000,2026-07-01T17:12:28.534917,PAID,$108.12,$108.12,$0.00,Delinquent,$0.00,$0.00,$0.00,$108.12,$108.12,$0.00,True,,HOT,0.85
077-600-024-000,77600024000,601 SAN GABRIEL ST,2025,0,1110,CS,077-600-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024000/2025/0000,2026-07-01T17:12:29.767971,PAID,"$2,483.29","$2,483.29",$0.00,PAID,"$2,483.29","$2,483.29",$0.00,"$4,966.58","$4,966.58",$0.00,False,,COLD,0.92
077-600-024-001,77600024001,601 SAN GABRIEL ST,2025,0,1110,CS,077-600-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024001/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024001/2025/0000,2026-07-01T17:12:30.624307,Delinquent,$0.00,$0.00,$0.00,Delinquent,"($1,931.99)",$0.00,$0.00,"($1,931.99)",$0.00,$0.00,True,,HOT,0.85
077-600-024-100,77600024100,601 SAN GABRIEL ST,2025,0,1110,CS,077-600-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024100/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600024100/2025/0000,2026-07-01T17:12:31.402168,,,,,,,,,,,,False,,COLD,0.92
077-600-025-000,77600025000,613 SAN GABRIEL ST,2025,0,1110,CS,077-600-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600025000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600025000/2025/0000,2026-07-01T17:12:31.989829,PAID,"$1,452.04","$1,452.04",$0.00,PAID,"$1,452.04","$1,452.04",$0.00,"$2,904.08","$2,904.08",$0.00,False,,COLD,0.92
830-017-103-000,830017103000,613 SAN GABRIEL ST,2025,0,1110,CU,077-600-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830017103000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830017103000/2025/0000,2026-07-01T17:12:32.786752,PAID,$289.24,$289.24,$0.00,Delinquent,$0.00,$0.00,$0.00,$289.24,$289.24,$0.00,True,,HOT,0.85
077-600-026-000,77600026000,625 SAN GABRIEL ST,2025,0,1110,CS,077-600-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600026000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600026000/2025/0000,2026-07-01T17:12:33.551975,PAID,"$1,338.16","$1,338.16",$0.00,PAID,"$1,338.16","$1,338.16",$0.00,"$2,676.32","$2,676.32",$0.00,False,,COLD,0.92
830-022-180-000,830022180000,625 SAN GABRIEL ST,2025,0,1110,CU,077-600-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830022180000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830022180000/2025/0000,2026-07-01T17:12:34.363645,PAID,$30.00,$30.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$30.00,$30.00,$0.00,True,,HOT,0.85
077-600-027-000,77600027000,637 SAN GABRIEL ST,2025,0,1110,CS,077-600-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600027000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600027000/2025/0000,2026-07-01T17:12:35.138603,PAID,"$2,828.06","$2,828.06",$0.00,PAID,"$2,828.06","$2,828.06",$0.00,"$5,656.12","$5,656.12",$0.00,False,,COLD,0.92
077-600-028-000,77600028000,649 SAN GABRIEL ST,2025,0,1110,CS,077-600-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600028000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600028000/2025/0000,2026-07-01T17:12:35.929459,PAID,"$2,492.16","$2,492.16",$0.00,PAID,"$2,492.16","$2,492.16",$0.00,"$4,984.32","$4,984.32",$0.00,False,,COLD,0.92
830-018-585-000,830018585000,649 SAN GABRIEL ST,2025,0,1110,CU,077-600-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830018585000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830018585000/2025/0000,2026-07-01T17:12:36.697995,PAID,$61.40,$61.40,$0.00,Delinquent,$0.00,$0.00,$0.00,$61.40,$61.40,$0.00,True,,HOT,0.85
077-600-029-000,77600029000,661 SAN GABRIEL ST,2025,0,1110,CS,077-600-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600029000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600029000/2025/0000,2026-07-01T17:12:37.460487,PAID,"$2,604.31","$2,604.31",$0.00,PAID,"$2,604.31","$2,604.31",$0.00,"$5,208.62","$5,208.62",$0.00,False,,COLD,0.92
077-600-030-000,77600030000,673 SAN GABRIEL ST,2025,0,1110,CS,077-600-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600030000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600030000/2025/0000,2026-07-01T17:12:38.273902,PAID,"$3,236.69","$3,236.69",$0.00,PAID,"$3,236.69","$3,236.69",$0.00,"$6,473.38","$6,473.38",$0.00,False,,COLD,0.92
077-600-031-000,77600031000,685 SAN GABRIEL ST,2025,0,1110,CS,077-600-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600031000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600031000/2025/0000,2026-07-01T17:12:39.056670,PAID,"$2,133.80","$2,133.80",$0.00,PAID,"$2,133.80","$2,133.80",$0.00,"$4,267.60","$4,267.60",$0.00,False,,COLD,0.92
077-600-032-000,77600032000,697 SAN GABRIEL ST,2025,0,1110,CS,077-600-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600032000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600032000/2025/0000,2026-07-01T17:12:39.881674,PAID,"$3,033.47","$3,033.47",$0.00,PAID,"$3,033.47","$3,033.47",$0.00,"$6,066.94","$6,066.94",$0.00,False,,COLD,0.92
077-600-033-000,77600033000,692 SAN GABRIEL ST,2025,0,1110,CS,077-600-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600033000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600033000/2025/0000,2026-07-01T17:12:40.667493,PAID,"$2,718.33","$2,718.33",$0.00,PAID,"$2,718.33","$2,718.33",$0.00,"$5,436.66","$5,436.66",$0.00,False,,COLD,0.92
077-600-034-000,77600034000,680 SAN GABRIEL ST,2025,0,1110,CS,077-600-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600034000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600034000/2025/0000,2026-07-01T17:12:41.453587,PAID,"$2,395.74","$2,395.74",$0.00,PAID,"$2,395.74","$2,395.74",$0.00,"$4,791.48","$4,791.48",$0.00,False,,COLD,0.92
