asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
096-100-005-000,96100005000,7353 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100005000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100005000/2025/0000,2026-07-01T17:37:55.187367,LATE,$374.30,$0.00,$374.30,LATE,$395.30,$0.00,$395.30,$769.60,$0.00,$769.60,True,,HOT,0.95
990-180-432-000,990180432000,7353 SQUAW SPRINGS RD,2025,0,57014,SS,096-100-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180432000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/990180432000/2025/0000,2026-07-01T17:37:55.897634,,,,,,,,,,,,False,,COLD,0.92
991-180-432-000,991180432000,7353 SQUAW SPRINGS RD,2025,0,57014,SS,096-100-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991180432000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/991180432000/2025/0000,2026-07-01T17:37:56.478847,,,,,,,,,,,,False,,COLD,0.92
096-100-006-000,96100006000,7351 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100006000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100006000/2025/0000,2026-07-01T17:37:57.054763,PAID,$204.22,$204.22,$0.00,PAID,$185.66,$185.66,$0.00,$389.88,$389.88,$0.00,False,,COLD,0.92
096-100-007-000,96100007000,7352 BEAR PAW TRL,2025,0,57014,CS,096-100-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100007000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100007000/2025/0000,2026-07-01T17:37:57.784830,PAID,"$1,596.71","$1,596.71",$0.00,PAID,"$1,596.71","$1,596.71",$0.00,"$3,193.42","$3,193.42",$0.00,False,,COLD,0.92
096-100-008-000,96100008000,,2025,0,57014,CS,096-100-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100008000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100008000/2025/0000,2026-07-01T17:37:58.431255,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
096-100-009-000,96100009000,,2025,0,57014,CS,096-100-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100009000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100009000/2025/0000,2026-07-01T17:37:59.109591,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
096-100-010-000,96100010000,32387 HIGHWAY 44,2025,0,57014,CS,096-100-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100010000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100010000/2025/0000,2026-07-01T17:37:59.774784,PAID,"$1,957.08","$1,957.08",$0.00,PAID,"$1,957.08","$1,957.08",$0.00,"$3,914.16","$3,914.16",$0.00,False,,COLD,0.92
096-100-011-000,96100011000,,2025,0,57014,CS,096-100-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100011000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100011000/2025/0000,2026-07-01T17:38:00.429290,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
096-100-012-000,96100012000,7334 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100012000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100012000/2025/0000,2026-07-01T17:38:01.084490,PAID,"$1,201.29","$1,201.29",$0.00,PAID,"$1,355.41","$1,355.41",$0.00,"$2,556.70","$2,556.70",$0.00,False,,COLD,0.92
096-100-013-000,96100013000,,2025,0,57014,CS,096-100-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100013000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100013000/2025/0000,2026-07-01T17:38:01.839948,PAID,$53.17,$53.17,$0.00,PAID,$53.17,$53.17,$0.00,$106.34,$106.34,$0.00,False,,COLD,0.92
096-100-014-000,96100014000,32321 HIGHWAY 44,2025,0,57014,CS,096-100-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100014000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100014000/2025/0000,2026-07-01T17:38:02.522939,PAID,"$1,188.48","$1,188.48",$0.00,PAID,"$1,188.48","$1,188.48",$0.00,"$2,376.96","$2,376.96",$0.00,False,,COLD,0.92
910-807-308-000,910807308000,32321 HIGHWAY 44,2025,0,57014,DU,096-100-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910807308000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/910807308000/2025/0000,2026-07-01T17:38:03.201472,PAID,$22.26,$22.26,$0.00,PAID,$20.24,$20.24,$0.00,$42.50,$42.50,$0.00,False,,COLD,0.92
096-100-015-000,96100015000,,2025,0,57014,CS,096-100-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100015000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100015000/2025/0000,2026-07-01T17:38:03.888918,PAID,$94.41,$94.41,$0.00,PAID,$94.41,$94.41,$0.00,$188.82,$188.82,$0.00,False,,COLD,0.92
096-100-016-000,96100016000,,2025,0,57014,CS,096-100-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100016000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100016000/2025/0000,2026-07-01T17:38:04.630533,PAID,$77.28,$77.28,$0.00,PAID,$77.28,$77.28,$0.00,$154.56,$154.56,$0.00,False,,COLD,0.92
096-100-017-000,96100017000,7341 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100017000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100017000/2025/0000,2026-07-01T17:38:05.289703,PAID,$105.09,$105.09,$0.00,PAID,$105.09,$105.09,$0.00,$210.18,$210.18,$0.00,False,,COLD,0.92
096-100-018-000,96100018000,7333 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100018000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100018000/2025/0000,2026-07-01T17:38:05.948918,PAID,$273.49,$273.49,$0.00,PAID,$273.49,$273.49,$0.00,$546.98,$546.98,$0.00,False,,COLD,0.92
096-100-019-000,96100019000,7305 SQUAW SPRINGS RD,2025,0,57014,CS,096-100-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100019000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100019000/2025/0000,2026-07-01T17:38:06.636423,PAID,$412.38,$412.38,$0.00,PAID,$412.38,$412.38,$0.00,$824.76,$824.76,$0.00,False,,COLD,0.92
096-100-020-000,96100020000,7324 BEAR PAW TRL,2025,0,57014,CS,096-100-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096100020000/2025/0000,shasta,2026-07-01T05:24:49.489160,https://common2.mptsweb.com/MBC/shasta/tax/main/096100020000/2025/0000,2026-07-01T17:38:07.330226,PAID,"$2,514.32","$2,514.32",$0.00,PAID,"$2,514.32","$2,514.32",$0.00,"$5,028.64","$5,028.64",$0.00,False,,COLD,0.92
096-150-001-000,96150001000,7498 SMITH CREEK RD,2025,0,57014,CS,096-150-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150001000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150001000/2025/0000,2026-07-01T17:38:07.997373,PAID,$244.03,$244.03,$0.00,LATE,$278.03,$0.00,$278.03,$522.06,$244.03,$278.03,True,,HOT,0.85
096-150-002-000,96150002000,7494 SMITH CREEK RD,2025,0,57014,CS,096-150-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150002000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150002000/2025/0000,2026-07-01T17:38:08.635750,PAID,"$1,430.51","$1,430.51",$0.00,PAID,"$1,430.51","$1,430.51",$0.00,"$2,861.02","$2,861.02",$0.00,False,,COLD,0.92
096-150-003-000,96150003000,7490 SMITH CREEK RD,2025,0,57014,CS,096-150-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150003000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150003000/2025/0000,2026-07-01T17:38:09.282766,PAID,$258.30,$258.30,$0.00,PAID,$258.30,$258.30,$0.00,$516.60,$516.60,$0.00,False,,COLD,0.92
096-150-004-000,96150004000,7491 SMITH CREEK RD,2025,0,57014,CS,096-150-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150004000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150004000/2025/0000,2026-07-01T17:38:09.911553,PAID,"$2,190.25","$2,190.25",$0.00,PAID,"$2,190.25","$2,190.25",$0.00,"$4,380.50","$4,380.50",$0.00,False,,COLD,0.92
096-150-005-000,96150005000,7495 SMITH CREEK RD,2025,0,57014,CS,096-150-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150005000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150005000/2025/0000,2026-07-01T17:38:10.553913,PAID,"$1,295.68","$1,295.68",$0.00,PAID,"$1,295.68","$1,295.68",$0.00,"$2,591.36","$2,591.36",$0.00,False,,COLD,0.92
096-150-008-000,96150008000,32808 SHRILL FOREST LN,2025,0,57014,CS,096-150-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150008000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150008000/2025/0000,2026-07-01T17:38:11.361905,PAID,$375.02,$375.02,$0.00,PAID,$375.02,$375.02,$0.00,$750.04,$750.04,$0.00,False,,COLD,0.92
096-150-010-000,96150010000,7401 SMITH CREEK RD,2025,0,57014,CS,096-150-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150010000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150010000/2025/0000,2026-07-01T17:38:12.140609,PAID,$299.82,$299.82,$0.00,PAID,$299.82,$299.82,$0.00,$599.64,$599.64,$0.00,False,,COLD,0.92
096-150-011-000,96150011000,7387 SMITH CREEK RD,2025,0,57014,CS,096-150-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150011000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150011000/2025/0000,2026-07-01T17:38:12.833071,PAID,$212.93,$212.93,$0.00,PAID,$212.93,$212.93,$0.00,$425.86,$425.86,$0.00,False,,COLD,0.92
096-150-012-000,96150012000,,2025,0,57014,CS,096-150-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150012000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150012000/2025/0000,2026-07-01T17:38:13.536763,PAID,$42.57,$42.57,$0.00,PAID,$42.57,$42.57,$0.00,$85.14,$85.14,$0.00,False,,COLD,0.92
096-150-018-000,96150018000,32758 BLUE SWAN RD,2025,0,57014,CS,096-150-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150018000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150018000/2025/0000,2026-07-01T17:38:14.268096,PAID,$999.92,$999.92,$0.00,PAID,$999.92,$999.92,$0.00,"$1,999.84","$1,999.84",$0.00,False,,COLD,0.92
096-150-019-000,96150019000,,2025,0,57014,CS,096-150-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150019000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150019000/2025/0000,2026-07-01T17:38:15.038972,PAID,$206.76,$206.76,$0.00,LATE,$261.43,$0.00,$261.43,$468.19,$206.76,$261.43,True,,HOT,0.85
096-150-020-000,96150020000,,2025,0,57014,CS,096-150-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150020000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150020000/2025/0000,2026-07-01T17:38:15.763982,PAID,$229.76,$229.76,$0.00,PAID,$229.76,$229.76,$0.00,$459.52,$459.52,$0.00,False,,COLD,0.92
096-150-021-000,96150021000,7453 SMITH CREEK RD,2025,0,57014,CS,096-150-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150021000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150021000/2025/0000,2026-07-01T17:38:16.489856,PAID,"$1,482.03","$1,482.03",$0.00,PAID,"$1,482.03","$1,482.03",$0.00,"$2,964.06","$2,964.06",$0.00,False,,COLD,0.92
096-150-022-000,96150022000,7462 SMITH CREEK RD,2025,0,57014,CS,096-150-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150022000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150022000/2025/0000,2026-07-01T17:38:17.168464,PAID,$321.32,$321.32,$0.00,PAID,$321.32,$321.32,$0.00,$642.64,$642.64,$0.00,False,,COLD,0.92
096-150-028-000,96150028000,32832 SHRILL FOREST LN,2025,0,57014,CS,096-150-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150028000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150028000/2025/0000,2026-07-01T17:38:17.838211,PAID,$616.80,$616.80,$0.00,PAID,$616.80,$616.80,$0.00,"$1,233.60","$1,233.60",$0.00,False,,COLD,0.92
096-150-029-000,96150029000,7493 SMITH CREEK RD,2025,0,57014,CS,096-150-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150029000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/096150029000/2025/0000,2026-07-01T17:38:18.561750,PAID,$169.25,$169.25,$0.00,PAID,$169.25,$169.25,$0.00,$338.50,$338.50,$0.00,False,,COLD,0.92
995-062-843-000,995062843000,7493 SMITH CREEK RD,2025,0,57014,SS,096-150-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/995062843000/2025/0000,shasta,2026-07-01T05:24:50.403035,https://common2.mptsweb.com/MBC/shasta/tax/main/995062843000/2025/0000,2026-07-01T17:38:19.212418,PAID,$30.95,$30.95,$0.00,PAID,$30.95,$30.95,$0.00,$61.90,$61.90,$0.00,False,,COLD,0.92
096-150-030-000,96150030000,32856 SHRILL FOREST LN,2025,0,57014,CS,096-150-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150030000/2025/0000,shasta,2026-07-01T05:24:50.404033,https://common2.mptsweb.com/MBC/shasta/tax/main/096150030000/2025/0000,2026-07-01T17:38:19.865522,PAID,$938.91,$938.91,$0.00,PAID,$938.91,$938.91,$0.00,"$1,877.82","$1,877.82",$0.00,False,,COLD,0.92
096-150-032-000,96150032000,,2025,0,57014,CS,096-150-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150032000/2025/0000,shasta,2026-07-01T05:24:50.404033,https://common2.mptsweb.com/MBC/shasta/tax/main/096150032000/2025/0000,2026-07-01T17:38:20.532977,PAID,$542.70,$542.70,$0.00,PAID,$542.70,$542.70,$0.00,"$1,085.40","$1,085.40",$0.00,False,,COLD,0.92
096-150-033-000,96150033000,32780 BLUE SWAN RD,2025,0,57014,CS,096-150-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150033000/2025/0000,shasta,2026-07-01T05:24:50.404033,https://common2.mptsweb.com/MBC/shasta/tax/main/096150033000/2025/0000,2026-07-01T17:38:21.188596,PAID,"$1,533.14","$1,533.14",$0.00,PAID,"$1,533.14","$1,533.14",$0.00,"$3,066.28","$3,066.28",$0.00,False,,COLD,0.92
096-150-035-000,96150035000,7472 SMITH CREEK RD,2025,0,57014,CS,096-150-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096150035000/2025/0000,shasta,2026-07-01T05:24:50.404033,https://common2.mptsweb.com/MBC/shasta/tax/main/096150035000/2025/0000,2026-07-01T17:38:22.054975,PAID,$329.20,$329.20,$0.00,PAID,$329.20,$329.20,$0.00,$658.40,$658.40,$0.00,False,,COLD,0.92
910-807-051-000,910807051000,7472 SMITH CREEK RD,2025,0,57014,CS,096-150-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910807051000/2025/0000,shasta,2026-07-01T05:24:50.404033,https://common2.mptsweb.com/MBC/shasta/tax/main/910807051000/2025/0000,2026-07-01T17:38:22.724340,PAID,$28.36,$28.36,$0.00,PAID,$28.36,$28.36,$0.00,$56.72,$56.72,$0.00,False,,COLD,0.92
096-200-001-000,96200001000,7576 EASTWOOD WAY,2025,0,57014,CS,096-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200001000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200001000/2025/0000,2026-07-01T17:38:23.390897,PAID,$214.89,$214.89,$0.00,PAID,$214.89,$214.89,$0.00,$429.78,$429.78,$0.00,False,,COLD,0.92
990-181-236-000,990181236000,7576 EASTWOOD WAY,2025,0,57014,SS,096-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181236000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/990181236000/2025/0000,2026-07-01T17:38:24.077798,,,,,,,,,,,,False,,COLD,0.92
991-181-236-000,991181236000,7576 EASTWOOD WAY,2025,0,57014,SS,096-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181236000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/991181236000/2025/0000,2026-07-01T17:38:24.667907,Delinquent,$0.00,$0.00,$0.00,Delinquent,($30.15),($30.15),$0.00,($30.15),($30.15),$0.00,True,,HOT,0.85
096-200-002-000,96200002000,7594 EASTWOOD WAY,2025,0,57014,CS,096-200-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200002000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200002000/2025/0000,2026-07-01T17:38:25.372181,PAID,"$1,097.10","$1,097.10",$0.00,PAID,"$1,097.10","$1,097.10",$0.00,"$2,194.20","$2,194.20",$0.00,False,,COLD,0.92
096-200-003-000,96200003000,7614 EASTWOOD WAY,2025,0,57014,CS,096-200-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200003000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200003000/2025/0000,2026-07-01T17:38:26.061827,PAID,$216.07,$216.07,$0.00,PAID,$196.43,$196.43,$0.00,$412.50,$412.50,$0.00,False,,COLD,0.92
096-200-004-000,96200004000,,2025,0,57014,CS,096-200-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200004000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200004000/2025/0000,2026-07-01T17:38:27.153878,PAID,$93.64,$93.64,$0.00,PAID,$93.64,$93.64,$0.00,$187.28,$187.28,$0.00,False,,COLD,0.92
096-200-005-000,96200005000,7632 EASTWOOD WAY,2025,0,57014,CS,096-200-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200005000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200005000/2025/0000,2026-07-01T17:38:27.815503,PAID,$725.19,$725.19,$0.00,PAID,$725.19,$725.19,$0.00,"$1,450.38","$1,450.38",$0.00,False,,COLD,0.92
096-200-006-000,96200006000,7652 EASTWOOD WAY,2025,0,57014,CS,096-200-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200006000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200006000/2025/0000,2026-07-01T17:38:28.538782,LATE,"$1,356.44",$0.00,"$1,356.44",LATE,"$1,377.44",$0.00,"$1,377.44","$2,733.88",$0.00,"$2,733.88",True,,HOT,0.95
096-200-007-000,96200007000,33327 PLATEAU PINES RD,2025,0,57014,CS,096-200-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200007000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200007000/2025/0000,2026-07-01T17:38:29.230817,PAID,$400.46,$400.46,$0.00,PAID,$400.46,$400.46,$0.00,$800.92,$800.92,$0.00,False,,COLD,0.92
096-200-008-000,96200008000,7660 EASTWOOD WAY,2025,0,57014,CS,096-200-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200008000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200008000/2025/0000,2026-07-01T17:38:29.864421,PAID,$559.63,$559.63,$0.00,PAID,$559.63,$559.63,$0.00,"$1,119.26","$1,119.26",$0.00,False,,COLD,0.92
096-200-009-000,96200009000,- EASTWOOD WAY,2025,0,57014,CS,096-200-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200009000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200009000/2025/0000,2026-07-01T17:38:30.509433,PAID,$81.38,$81.38,$0.00,PAID,$81.38,$81.38,$0.00,$162.76,$162.76,$0.00,False,,COLD,0.92
096-200-010-000,96200010000,33317 PLATEAU PINES RD,2025,0,57014,CS,096-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200010000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200010000/2025/0000,2026-07-01T17:38:31.195875,PAID,$299.16,$299.16,$0.00,PAID,$299.16,$299.16,$0.00,$598.32,$598.32,$0.00,False,,COLD,0.92
096-200-011-000,96200011000,7653 WOODLAND WAY,2025,0,57014,CS,096-200-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200011000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200011000/2025/0000,2026-07-01T17:38:31.824792,PAID,$947.38,$947.38,$0.00,PAID,$947.38,$947.38,$0.00,"$1,894.76","$1,894.76",$0.00,False,,COLD,0.92
096-200-012-000,96200012000,- WOODLAND WAY,2025,0,57014,CS,096-200-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200012000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200012000/2025/0000,2026-07-01T17:38:32.490469,PAID,$55.97,$55.97,$0.00,PAID,$55.97,$55.97,$0.00,$111.94,$111.94,$0.00,False,,COLD,0.92
096-200-013-000,96200013000,7621 WOODLAND WAY,2025,0,57014,CS,096-200-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200013000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200013000/2025/0000,2026-07-01T17:38:33.154970,PAID,$637.79,$637.79,$0.00,PAID,$637.79,$637.79,$0.00,"$1,275.58","$1,275.58",$0.00,False,,COLD,0.92
096-200-014-000,96200014000,- WOODLAND WAY,2025,0,57014,CS,096-200-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200014000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200014000/2025/0000,2026-07-01T17:38:33.846303,PAID,$170.52,$170.52,$0.00,PAID,$170.52,$170.52,$0.00,$341.04,$341.04,$0.00,False,,COLD,0.92
096-200-015-000,96200015000,7587 WOODLAND WAY,2025,0,57014,CS,096-200-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/096200015000/2025/0000,shasta,2026-07-01T05:24:51.255886,https://common2.mptsweb.com/MBC/shasta/tax/main/096200015000/2025/0000,2026-07-01T17:38:34.517826,PAID,"$1,335.00","$1,335.00",$0.00,PAID,"$1,335.00","$1,335.00",$0.00,"$2,670.00","$2,670.00",$0.00,False,,COLD,0.92
